id,clinic_id,name,is_active,description,color,sort_order,group_id,reservation_display_name,duration_minutes,short_name,show_short_name,reservation_visible,reservation_comment,reservation_image_url,parent_id,max_concurrent,reservation_day_option,is_internal,category,created_at,updated_at,deleted_at
17,1,面会,t,入院動物の面会対応,#6B7280,17,6,"",15,面会,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
18,1,☎︎,t,電話対応枠,#6B7280,18,7,"",15,☎︎,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
19,1,手術30,t,手術枠（30分）,#EF4444,19,5,"",30,手術30,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
20,1,休憩枠,t,休憩・ブロック枠,#6B7280,20,7,"",60,休憩,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
21,1,×,t,予約不可（15分）,#6B7280,21,7,"",15,×,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
22,1,電話予約60,t,電話予約枠（60分）,#6B7280,22,7,"",60,電話予約,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
23,1,予約不可60,t,予約不可ブロック（60分）,#6B7280,23,7,"",60,不可60,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
24,1,エコー枠,t,超音波検査専用枠,#8B5CF6,24,3,"",30,エコー,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
25,1,予約不可30,t,予約不可ブロック（30分）,#6B7280,25,7,"",30,不可30,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
26,2,一般診察,t,内科・外科・皮膚科などの一般的な診察,#3B82F6,1,8,"",15,診察,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
27,2,一般診察(再診),t,継続通院の一般診察,#3B82F6,2,8,"",15,再診,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
28,2,ワクチン接種,t,各種ワクチン接種（予防接種）,#10B981,3,9,"",15,ワクチン,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
29,2,狂犬病,t,狂犬病予防法に基づくワクチン接種,#10B981,4,9,"",15,狂犬病,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
30,2,フィラリア予防,t,フィラリア予防薬投与・処方,#10B981,5,9,"",15,フィラリア,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
31,2,健康診断,t,定期健康診断・フィラリア検査など,#8B5CF6,6,10,"",15,健診,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
32,2,健康診断結果報告,t,健康診断結果の説明・報告,#8B5CF6,7,10,"",15,結果報告,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
33,2,トリミングコース,t,カット・シャンプー・ブロー・爪切り・耳掃除,#F59E0B,8,11,"",15,トリミング,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
34,2,トリミングシャンプーコース,t,シャンプー・ブロー・ブラッシング,#F59E0B,9,11,"",15,シャンプー,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
35,2,クイックシャンプー,t,短時間シャンプー,#F59E0B,10,11,"",15,Qシャンプー,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
36,2,手術60,t,手術枠（60分）,#EF4444,11,12,"",60,手術60,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
37,2,手術30,t,手術枠（30分）,#EF4444,12,12,"",30,手術30,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
38,2,ホテルお迎え,t,ホテルお迎え対応,#6B7280,13,13,"",15,お迎え,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
39,2,ホテル預かり,t,ペットホテル預かり,#6B7280,14,13,"",15,預かり,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
40,2,休憩枠,t,休憩・ブロック枠,#6B7280,15,14,"",60,休憩,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
41,2,×,t,予約不可（15分）,#6B7280,16,14,"",15,×,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
42,2,予約不可60,t,予約不可ブロック（60分）,#6B7280,17,14,"",60,不可60,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
43,2,予約不可30,t,予約不可ブロック（30分）,#6B7280,18,14,"",30,不可30,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
44,2,エコー枠,t,超音波検査専用枠,#8B5CF6,19,10,"",30,エコー,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
45,3,一般診察,t,内科・外科・皮膚科などの一般的な診察,#3B82F6,1,15,"",15,診察,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
46,3,一般診察(再診),t,継続通院の一般診察,#3B82F6,2,15,"",15,再診,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
47,3,ワクチン接種,t,各種ワクチン接種（予防接種）,#10B981,3,16,"",15,ワクチン,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
48,3,狂犬病,t,狂犬病予防法に基づくワクチン接種,#10B981,4,16,"",15,狂犬病,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
49,3,フィラリア予防,t,フィラリア予防薬投与・処方,#10B981,5,16,"",15,フィラリア,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
50,3,健康診断,t,定期健康診断・フィラリア検査など,#8B5CF6,6,17,"",15,健診,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
51,3,健康診断結果報告,t,健康診断結果の説明・報告,#8B5CF6,7,17,"",15,結果報告,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
52,3,トリミングコース,t,カット・シャンプー・ブロー・爪切り・耳掃除,#F59E0B,8,18,"",15,トリミング,f,t,"","",,,none,f,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
53,3,手術60,t,手術枠（60分）,#EF4444,9,19,"",60,手術60,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
54,3,手術30,t,手術枠（30分）,#EF4444,10,19,"",30,手術30,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
55,3,休憩枠,t,休憩・ブロック枠,#6B7280,11,20,"",60,休憩,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
56,3,×,t,予約不可（15分）,#6B7280,12,20,"",15,×,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
57,3,予約不可60,t,予約不可ブロック（60分）,#6B7280,13,20,"",60,不可60,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
58,3,予約不可30,t,予約不可ブロック（30分）,#6B7280,14,20,"",30,不可30,f,f,"","",,,none,t,general,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
