id,clinic_id,staff_id,reservation_type_id,created_at
208,1,9,8,2026-07-06 14:59:40.511971+09
209,1,9,9,2026-07-06 14:59:40.511971+09
210,1,9,10,2026-07-06 14:59:40.511971+09
211,1,9,11,2026-07-06 14:59:40.511971+09
212,1,9,12,2026-07-06 14:59:40.511971+09
213,1,9,13,2026-07-06 14:59:40.511971+09
214,1,9,14,2026-07-06 14:59:40.511971+09
215,1,9,15,2026-07-06 14:59:40.511971+09
216,1,9,16,2026-07-06 14:59:40.511971+09
217,1,9,17,2026-07-06 14:59:40.511971+09
218,1,9,18,2026-07-06 14:59:40.511971+09
219,1,9,19,2026-07-06 14:59:40.511971+09
220,1,9,20,2026-07-06 14:59:40.511971+09
221,1,9,21,2026-07-06 14:59:40.511971+09
222,1,9,22,2026-07-06 14:59:40.511971+09
223,1,9,23,2026-07-06 14:59:40.511971+09
224,1,9,24,2026-07-06 14:59:40.511971+09
225,1,9,25,2026-07-06 14:59:40.511971+09
226,1,10,1,2026-07-06 14:59:40.511971+09
227,1,10,2,2026-07-06 14:59:40.511971+09
228,1,10,3,2026-07-06 14:59:40.511971+09
229,1,10,4,2026-07-06 14:59:40.511971+09
230,1,10,5,2026-07-06 14:59:40.511971+09
231,1,10,6,2026-07-06 14:59:40.511971+09
232,1,10,7,2026-07-06 14:59:40.511971+09
233,1,10,8,2026-07-06 14:59:40.511971+09
234,1,10,9,2026-07-06 14:59:40.511971+09
235,1,10,10,2026-07-06 14:59:40.511971+09
236,1,10,11,2026-07-06 14:59:40.511971+09
237,1,10,12,2026-07-06 14:59:40.511971+09
238,1,10,13,2026-07-06 14:59:40.511971+09
239,1,10,14,2026-07-06 14:59:40.511971+09
240,1,10,15,2026-07-06 14:59:40.511971+09
241,1,10,16,2026-07-06 14:59:40.511971+09
242,1,10,17,2026-07-06 14:59:40.511971+09
243,1,10,18,2026-07-06 14:59:40.511971+09
244,1,10,19,2026-07-06 14:59:40.511971+09
245,1,10,20,2026-07-06 14:59:40.511971+09
246,1,10,21,2026-07-06 14:59:40.511971+09
247,1,10,22,2026-07-06 14:59:40.511971+09
248,1,10,23,2026-07-06 14:59:40.511971+09
249,1,10,24,2026-07-06 14:59:40.511971+09
250,1,10,25,2026-07-06 14:59:40.511971+09
251,1,11,1,2026-07-06 14:59:40.511971+09
252,1,11,2,2026-07-06 14:59:40.511971+09
253,1,11,3,2026-07-06 14:59:40.511971+09
254,1,11,4,2026-07-06 14:59:40.511971+09
255,1,11,5,2026-07-06 14:59:40.511971+09
256,1,11,6,2026-07-06 14:59:40.511971+09
257,1,11,7,2026-07-06 14:59:40.511971+09
258,1,11,8,2026-07-06 14:59:40.511971+09
259,1,11,9,2026-07-06 14:59:40.511971+09
260,1,11,10,2026-07-06 14:59:40.511971+09
261,1,11,11,2026-07-06 14:59:40.511971+09
262,1,11,12,2026-07-06 14:59:40.511971+09
263,1,11,13,2026-07-06 14:59:40.511971+09
264,1,11,14,2026-07-06 14:59:40.511971+09
265,1,11,15,2026-07-06 14:59:40.511971+09
266,1,11,16,2026-07-06 14:59:40.511971+09
267,1,11,17,2026-07-06 14:59:40.511971+09
268,1,11,18,2026-07-06 14:59:40.511971+09
269,1,11,19,2026-07-06 14:59:40.511971+09
270,1,11,20,2026-07-06 14:59:40.511971+09
271,1,11,21,2026-07-06 14:59:40.511971+09
272,1,11,22,2026-07-06 14:59:40.511971+09
273,1,11,23,2026-07-06 14:59:40.511971+09
274,1,11,24,2026-07-06 14:59:40.511971+09
275,1,11,25,2026-07-06 14:59:40.511971+09
276,1,12,1,2026-07-06 14:59:40.511971+09
277,1,12,2,2026-07-06 14:59:40.511971+09
278,1,12,3,2026-07-06 14:59:40.511971+09
279,1,12,4,2026-07-06 14:59:40.511971+09
280,1,12,5,2026-07-06 14:59:40.511971+09
281,1,12,6,2026-07-06 14:59:40.511971+09
282,1,12,7,2026-07-06 14:59:40.511971+09
283,1,12,8,2026-07-06 14:59:40.511971+09
284,1,12,9,2026-07-06 14:59:40.511971+09
285,1,12,10,2026-07-06 14:59:40.511971+09
286,1,12,11,2026-07-06 14:59:40.511971+09
287,1,12,12,2026-07-06 14:59:40.511971+09
288,1,12,13,2026-07-06 14:59:40.511971+09
289,1,12,14,2026-07-06 14:59:40.511971+09
290,1,12,15,2026-07-06 14:59:40.511971+09
291,1,12,16,2026-07-06 14:59:40.511971+09
292,1,12,17,2026-07-06 14:59:40.511971+09
293,1,12,18,2026-07-06 14:59:40.511971+09
294,1,12,19,2026-07-06 14:59:40.511971+09
295,1,12,20,2026-07-06 14:59:40.511971+09
296,1,12,21,2026-07-06 14:59:40.511971+09
297,1,12,22,2026-07-06 14:59:40.511971+09
298,1,12,23,2026-07-06 14:59:40.511971+09
299,1,12,24,2026-07-06 14:59:40.511971+09
300,1,12,25,2026-07-06 14:59:40.511971+09
301,1,13,1,2026-07-06 14:59:40.511971+09
302,1,13,2,2026-07-06 14:59:40.511971+09
303,1,13,3,2026-07-06 14:59:40.511971+09
304,1,13,4,2026-07-06 14:59:40.511971+09
305,1,13,5,2026-07-06 14:59:40.511971+09
306,1,13,6,2026-07-06 14:59:40.511971+09
307,1,13,7,2026-07-06 14:59:40.511971+09
308,1,13,8,2026-07-06 14:59:40.511971+09
309,1,13,9,2026-07-06 14:59:40.511971+09
310,1,13,10,2026-07-06 14:59:40.511971+09
311,1,13,11,2026-07-06 14:59:40.511971+09
312,1,13,12,2026-07-06 14:59:40.511971+09
313,1,13,13,2026-07-06 14:59:40.511971+09
314,1,13,14,2026-07-06 14:59:40.511971+09
315,1,13,15,2026-07-06 14:59:40.511971+09
316,1,13,16,2026-07-06 14:59:40.511971+09
317,1,13,17,2026-07-06 14:59:40.511971+09
318,1,13,18,2026-07-06 14:59:40.511971+09
319,1,13,19,2026-07-06 14:59:40.511971+09
320,1,13,20,2026-07-06 14:59:40.511971+09
321,1,13,21,2026-07-06 14:59:40.511971+09
322,1,13,22,2026-07-06 14:59:40.511971+09
323,1,13,23,2026-07-06 14:59:40.511971+09
324,1,13,24,2026-07-06 14:59:40.511971+09
325,1,13,25,2026-07-06 14:59:40.511971+09
326,1,14,1,2026-07-06 14:59:40.511971+09
327,1,14,2,2026-07-06 14:59:40.511971+09
328,1,14,3,2026-07-06 14:59:40.511971+09
329,1,14,4,2026-07-06 14:59:40.511971+09
330,1,14,5,2026-07-06 14:59:40.511971+09
331,1,14,6,2026-07-06 14:59:40.511971+09
332,1,14,7,2026-07-06 14:59:40.511971+09
333,1,14,8,2026-07-06 14:59:40.511971+09
334,1,14,9,2026-07-06 14:59:40.511971+09
335,1,14,10,2026-07-06 14:59:40.511971+09
336,1,14,11,2026-07-06 14:59:40.511971+09
337,1,14,12,2026-07-06 14:59:40.511971+09
338,1,14,13,2026-07-06 14:59:40.511971+09
339,1,14,14,2026-07-06 14:59:40.511971+09
340,1,14,15,2026-07-06 14:59:40.511971+09
341,1,14,16,2026-07-06 14:59:40.511971+09
342,1,14,17,2026-07-06 14:59:40.511971+09
343,1,14,18,2026-07-06 14:59:40.511971+09
344,1,14,19,2026-07-06 14:59:40.511971+09
345,1,14,20,2026-07-06 14:59:40.511971+09
346,1,14,21,2026-07-06 14:59:40.511971+09
347,1,14,22,2026-07-06 14:59:40.511971+09
348,1,14,23,2026-07-06 14:59:40.511971+09
349,1,14,24,2026-07-06 14:59:40.511971+09
350,1,14,25,2026-07-06 14:59:40.511971+09
351,1,15,1,2026-07-06 14:59:40.511971+09
352,1,15,2,2026-07-06 14:59:40.511971+09
353,1,15,3,2026-07-06 14:59:40.511971+09
354,1,15,4,2026-07-06 14:59:40.511971+09
355,1,15,5,2026-07-06 14:59:40.511971+09
356,1,15,6,2026-07-06 14:59:40.511971+09
357,1,15,7,2026-07-06 14:59:40.511971+09
358,1,15,8,2026-07-06 14:59:40.511971+09
359,1,15,9,2026-07-06 14:59:40.511971+09
360,1,15,10,2026-07-06 14:59:40.511971+09
361,1,15,11,2026-07-06 14:59:40.511971+09
362,1,15,12,2026-07-06 14:59:40.511971+09
363,1,15,13,2026-07-06 14:59:40.511971+09
364,1,15,14,2026-07-06 14:59:40.511971+09
365,1,15,15,2026-07-06 14:59:40.511971+09
366,1,15,16,2026-07-06 14:59:40.511971+09
367,1,15,17,2026-07-06 14:59:40.511971+09
368,1,15,18,2026-07-06 14:59:40.511971+09
369,1,15,19,2026-07-06 14:59:40.511971+09
370,1,15,20,2026-07-06 14:59:40.511971+09
371,1,15,21,2026-07-06 14:59:40.511971+09
372,1,15,22,2026-07-06 14:59:40.511971+09
373,1,15,23,2026-07-06 14:59:40.511971+09
374,1,15,24,2026-07-06 14:59:40.511971+09
375,1,15,25,2026-07-06 14:59:40.511971+09
376,1,33,1,2026-07-06 14:59:40.511971+09
377,1,33,2,2026-07-06 14:59:40.511971+09
378,1,33,3,2026-07-06 14:59:40.511971+09
379,1,33,4,2026-07-06 14:59:40.511971+09
380,1,33,5,2026-07-06 14:59:40.511971+09
381,1,33,6,2026-07-06 14:59:40.511971+09
382,1,33,7,2026-07-06 14:59:40.511971+09
383,1,33,8,2026-07-06 14:59:40.511971+09
384,1,33,9,2026-07-06 14:59:40.511971+09
385,1,33,10,2026-07-06 14:59:40.511971+09
386,1,33,11,2026-07-06 14:59:40.511971+09
387,1,33,12,2026-07-06 14:59:40.511971+09
388,1,33,13,2026-07-06 14:59:40.511971+09
389,1,33,14,2026-07-06 14:59:40.511971+09
390,1,33,15,2026-07-06 14:59:40.511971+09
391,1,33,16,2026-07-06 14:59:40.511971+09
392,1,33,17,2026-07-06 14:59:40.511971+09
393,1,33,18,2026-07-06 14:59:40.511971+09
394,1,33,19,2026-07-06 14:59:40.511971+09
395,1,33,20,2026-07-06 14:59:40.511971+09
396,1,33,21,2026-07-06 14:59:40.511971+09
397,1,33,22,2026-07-06 14:59:40.511971+09
398,1,33,23,2026-07-06 14:59:40.511971+09
399,1,33,24,2026-07-06 14:59:40.511971+09
400,1,33,25,2026-07-06 14:59:40.511971+09
401,2,4,26,2026-07-06 14:59:40.511971+09
402,2,4,27,2026-07-06 14:59:40.511971+09
403,2,4,28,2026-07-06 14:59:40.511971+09
404,2,4,29,2026-07-06 14:59:40.511971+09
405,2,4,30,2026-07-06 14:59:40.511971+09
406,2,4,31,2026-07-06 14:59:40.511971+09
407,2,4,32,2026-07-06 14:59:40.511971+09
408,2,4,33,2026-07-06 14:59:40.511971+09
409,2,4,34,2026-07-06 14:59:40.511971+09
410,2,4,35,2026-07-06 14:59:40.511971+09
411,2,4,36,2026-07-06 14:59:40.511971+09
412,2,4,37,2026-07-06 14:59:40.511971+09
413,2,4,38,2026-07-06 14:59:40.511971+09
414,2,4,39,2026-07-06 14:59:40.511971+09
415,2,4,40,2026-07-06 14:59:40.511971+09
416,2,4,41,2026-07-06 14:59:40.511971+09
417,2,4,42,2026-07-06 14:59:40.511971+09
418,2,4,43,2026-07-06 14:59:40.511971+09
419,2,4,44,2026-07-06 14:59:40.511971+09
420,2,16,26,2026-07-06 14:59:40.511971+09
421,2,16,27,2026-07-06 14:59:40.511971+09
422,2,16,28,2026-07-06 14:59:40.511971+09
423,2,16,29,2026-07-06 14:59:40.511971+09
424,2,16,30,2026-07-06 14:59:40.511971+09
425,2,16,31,2026-07-06 14:59:40.511971+09
426,2,16,32,2026-07-06 14:59:40.511971+09
427,2,16,33,2026-07-06 14:59:40.511971+09
428,2,16,34,2026-07-06 14:59:40.511971+09
429,2,16,35,2026-07-06 14:59:40.511971+09
430,2,16,36,2026-07-06 14:59:40.511971+09
431,2,16,37,2026-07-06 14:59:40.511971+09
432,2,16,38,2026-07-06 14:59:40.511971+09
433,2,16,39,2026-07-06 14:59:40.511971+09
434,2,16,40,2026-07-06 14:59:40.511971+09
435,2,16,41,2026-07-06 14:59:40.511971+09
436,2,16,42,2026-07-06 14:59:40.511971+09
437,2,16,43,2026-07-06 14:59:40.511971+09
438,2,16,44,2026-07-06 14:59:40.511971+09
439,2,17,26,2026-07-06 14:59:40.511971+09
440,2,17,27,2026-07-06 14:59:40.511971+09
441,2,17,28,2026-07-06 14:59:40.511971+09
442,2,17,29,2026-07-06 14:59:40.511971+09
443,2,17,30,2026-07-06 14:59:40.511971+09
444,2,17,31,2026-07-06 14:59:40.511971+09
445,2,17,32,2026-07-06 14:59:40.511971+09
446,2,17,33,2026-07-06 14:59:40.511971+09
447,2,17,34,2026-07-06 14:59:40.511971+09
448,2,17,35,2026-07-06 14:59:40.511971+09
449,2,17,36,2026-07-06 14:59:40.511971+09
450,2,17,37,2026-07-06 14:59:40.511971+09
451,2,17,38,2026-07-06 14:59:40.511971+09
452,2,17,39,2026-07-06 14:59:40.511971+09
453,2,17,40,2026-07-06 14:59:40.511971+09
454,2,17,41,2026-07-06 14:59:40.511971+09
455,2,17,42,2026-07-06 14:59:40.511971+09
456,2,17,43,2026-07-06 14:59:40.511971+09
457,2,17,44,2026-07-06 14:59:40.511971+09
458,2,18,26,2026-07-06 14:59:40.511971+09
459,2,18,27,2026-07-06 14:59:40.511971+09
460,2,18,28,2026-07-06 14:59:40.511971+09
461,2,18,29,2026-07-06 14:59:40.511971+09
462,2,18,30,2026-07-06 14:59:40.511971+09
463,2,18,31,2026-07-06 14:59:40.511971+09
464,2,18,32,2026-07-06 14:59:40.511971+09
465,2,18,33,2026-07-06 14:59:40.511971+09
466,2,18,34,2026-07-06 14:59:40.511971+09
467,2,18,35,2026-07-06 14:59:40.511971+09
468,2,18,36,2026-07-06 14:59:40.511971+09
469,2,18,37,2026-07-06 14:59:40.511971+09
470,2,18,38,2026-07-06 14:59:40.511971+09
471,2,18,39,2026-07-06 14:59:40.511971+09
472,2,18,40,2026-07-06 14:59:40.511971+09
473,2,18,41,2026-07-06 14:59:40.511971+09
474,2,18,42,2026-07-06 14:59:40.511971+09
475,2,18,43,2026-07-06 14:59:40.511971+09
476,2,18,44,2026-07-06 14:59:40.511971+09
477,2,19,26,2026-07-06 14:59:40.511971+09
478,2,19,27,2026-07-06 14:59:40.511971+09
479,2,19,28,2026-07-06 14:59:40.511971+09
480,2,19,29,2026-07-06 14:59:40.511971+09
481,2,19,30,2026-07-06 14:59:40.511971+09
482,2,19,31,2026-07-06 14:59:40.511971+09
483,2,19,32,2026-07-06 14:59:40.511971+09
484,2,19,33,2026-07-06 14:59:40.511971+09
485,2,19,34,2026-07-06 14:59:40.511971+09
486,2,19,35,2026-07-06 14:59:40.511971+09
487,2,19,36,2026-07-06 14:59:40.511971+09
488,2,19,37,2026-07-06 14:59:40.511971+09
489,2,19,38,2026-07-06 14:59:40.511971+09
490,2,19,39,2026-07-06 14:59:40.511971+09
491,2,19,40,2026-07-06 14:59:40.511971+09
492,2,19,41,2026-07-06 14:59:40.511971+09
493,2,19,42,2026-07-06 14:59:40.511971+09
494,2,19,43,2026-07-06 14:59:40.511971+09
495,2,19,44,2026-07-06 14:59:40.511971+09
496,2,20,26,2026-07-06 14:59:40.511971+09
497,2,20,27,2026-07-06 14:59:40.511971+09
498,2,20,28,2026-07-06 14:59:40.511971+09
499,2,20,29,2026-07-06 14:59:40.511971+09
500,2,20,30,2026-07-06 14:59:40.511971+09
501,2,20,31,2026-07-06 14:59:40.511971+09
502,2,20,32,2026-07-06 14:59:40.511971+09
503,2,20,33,2026-07-06 14:59:40.511971+09
504,2,20,34,2026-07-06 14:59:40.511971+09
505,2,20,35,2026-07-06 14:59:40.511971+09
506,2,20,36,2026-07-06 14:59:40.511971+09
507,2,20,37,2026-07-06 14:59:40.511971+09
508,2,20,38,2026-07-06 14:59:40.511971+09
509,2,20,39,2026-07-06 14:59:40.511971+09
510,2,20,40,2026-07-06 14:59:40.511971+09
511,2,20,41,2026-07-06 14:59:40.511971+09
512,2,20,42,2026-07-06 14:59:40.511971+09
513,2,20,43,2026-07-06 14:59:40.511971+09
514,2,20,44,2026-07-06 14:59:40.511971+09
515,2,21,26,2026-07-06 14:59:40.511971+09
516,2,21,27,2026-07-06 14:59:40.511971+09
517,2,21,28,2026-07-06 14:59:40.511971+09
518,2,21,29,2026-07-06 14:59:40.511971+09
519,2,21,30,2026-07-06 14:59:40.511971+09
520,2,21,31,2026-07-06 14:59:40.511971+09
521,2,21,32,2026-07-06 14:59:40.511971+09
522,2,21,33,2026-07-06 14:59:40.511971+09
523,2,21,34,2026-07-06 14:59:40.511971+09
524,2,21,35,2026-07-06 14:59:40.511971+09
525,2,21,36,2026-07-06 14:59:40.511971+09
526,2,21,37,2026-07-06 14:59:40.511971+09
527,2,21,38,2026-07-06 14:59:40.511971+09
528,2,21,39,2026-07-06 14:59:40.511971+09
529,2,21,40,2026-07-06 14:59:40.511971+09
530,2,21,41,2026-07-06 14:59:40.511971+09
531,2,21,42,2026-07-06 14:59:40.511971+09
532,2,21,43,2026-07-06 14:59:40.511971+09
533,2,21,44,2026-07-06 14:59:40.511971+09
534,2,22,26,2026-07-06 14:59:40.511971+09
535,2,22,27,2026-07-06 14:59:40.511971+09
536,2,22,28,2026-07-06 14:59:40.511971+09
