id,clinic_id,staff_id,date,shift_type,start_time,end_time,notes,created_at,updated_at
35,1,9,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
36,1,10,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
37,1,11,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
38,1,33,2026-05-12,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
39,2,16,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
40,2,17,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
41,2,18,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
42,2,19,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
43,2,20,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
44,2,21,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
45,2,22,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
46,2,34,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
47,3,26,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
48,3,27,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
49,3,28,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
50,3,29,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
51,3,30,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
52,3,35,2026-05-12,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
53,1,1,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
54,1,2,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
55,1,3,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
56,1,4,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
57,1,5,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
58,1,6,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
59,1,7,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
60,1,8,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
61,1,9,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
62,1,10,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
63,1,11,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
64,1,33,2026-05-13,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
65,2,16,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
66,2,17,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
67,2,18,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
68,2,19,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
69,2,20,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
70,2,21,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
71,2,22,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
72,2,34,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
73,3,26,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
74,3,27,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
75,3,28,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
76,3,29,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
77,3,30,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
78,3,35,2026-05-13,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
79,1,1,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
80,1,2,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
81,1,3,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
82,1,4,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
83,1,5,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
84,1,6,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
85,1,7,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
86,1,8,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
87,1,9,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
88,1,10,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
89,1,11,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
90,1,33,2026-05-14,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
91,2,16,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
92,2,17,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
93,2,18,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
94,2,19,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
95,2,20,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
96,2,21,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
97,2,22,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
98,2,34,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
99,3,26,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
100,3,27,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
101,3,28,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
102,3,29,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
103,3,30,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
104,3,35,2026-05-14,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
105,1,1,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
106,1,2,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
107,1,3,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
108,1,4,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
109,1,5,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
110,1,6,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
111,1,7,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
112,1,8,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
113,1,9,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
114,1,10,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
115,1,11,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
116,1,33,2026-05-15,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
117,2,16,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
118,2,17,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
119,2,18,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
120,2,19,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
121,2,20,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
122,2,21,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
123,2,22,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
124,2,34,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
125,3,26,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
126,3,27,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
127,3,28,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
128,3,29,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
129,3,30,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
130,3,35,2026-05-15,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
131,1,1,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
132,1,2,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
133,1,3,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
134,1,4,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
135,1,5,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
136,1,6,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
137,1,7,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
138,1,8,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
139,1,9,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
140,1,10,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
141,1,11,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
142,1,33,2026-05-16,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
143,2,16,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
144,2,17,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
145,2,18,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
146,2,19,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
147,2,20,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
148,2,21,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
149,2,22,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
150,2,34,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
151,3,26,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
152,3,27,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
153,3,28,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
154,3,29,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
155,3,30,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
156,3,35,2026-05-16,morning,09:00:00,13:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
157,1,1,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
158,1,2,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
159,1,3,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
160,1,4,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
161,1,5,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
162,1,6,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
163,1,7,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
164,1,8,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
165,1,9,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
166,1,10,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
167,1,11,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
168,1,33,2026-05-17,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
169,2,16,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
170,2,17,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
171,2,18,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
172,2,19,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
173,2,20,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
174,2,21,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
175,2,22,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
176,2,34,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
177,3,26,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
178,3,27,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
179,3,28,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
180,3,29,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
181,3,30,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
182,3,35,2026-05-17,off,,,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
183,1,1,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
184,1,2,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
185,1,3,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
186,1,4,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
187,1,5,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
188,1,6,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
189,1,7,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
190,1,8,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
191,1,9,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
192,1,10,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
193,1,11,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
194,1,33,2026-05-18,full,09:00:00,18:00:00,予約連動出勤（静的予約補正）,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
195,2,16,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
196,2,17,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
197,2,18,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
198,2,19,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
199,2,20,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
200,2,21,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
201,2,22,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
202,2,34,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
203,3,26,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
204,3,27,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
205,3,28,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
206,3,29,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
207,3,30,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
208,3,35,2026-05-18,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
209,1,1,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
210,1,2,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
211,1,3,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
212,1,4,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
213,1,5,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
214,1,6,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
215,1,7,2026-05-19,full,09:00:00,18:00:00,"",2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09
