id,group_id,resource,can_view,can_create,can_edit,can_delete,created_at,updated_at,deleted_at
33,2,vaccinations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
34,2,checkups,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
35,2,inventory,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
36,2,estimates,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
37,2,shifts,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
38,2,hospital-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
39,2,master-animal-species,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
40,2,master-medical,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
41,2,master-reservation-type,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
42,2,master-hospitalization,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
43,2,master-trimming,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
44,2,master-permission,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
45,2,master-staff,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
46,2,master-insurance,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
47,2,master-merchandise,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
48,2,discount,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
49,3,reception,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
50,3,owners,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
51,3,reservations,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
52,3,medical-records,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
53,3,hospitalization,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
54,3,trimming,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
55,3,examinations,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
56,3,accounting,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
57,3,vaccinations,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
58,3,checkups,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
59,3,inventory,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
60,3,estimates,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
61,3,shifts,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
62,3,hospital-settings,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
63,3,master-animal-species,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
64,3,master-medical,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
65,3,master-reservation-type,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
66,3,master-hospitalization,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
67,3,master-trimming,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
68,3,master-permission,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
69,3,master-staff,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
70,3,master-insurance,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
71,3,master-merchandise,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
72,3,discount,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
73,4,reception,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
74,4,owners,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
75,4,reservations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
76,4,medical-records,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
77,4,hospitalization,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
78,4,trimming,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
79,4,examinations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
80,4,accounting,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
81,4,vaccinations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
82,4,checkups,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
83,4,inventory,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
84,4,estimates,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
85,4,shifts,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
86,4,hospital-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
87,4,master-animal-species,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
88,4,master-medical,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
89,4,master-reservation-type,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
90,4,master-hospitalization,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
91,4,master-trimming,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
92,4,master-permission,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
93,4,master-staff,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
94,4,master-insurance,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
95,4,master-merchandise,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
96,4,discount,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
181,1,accounting-cancel,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
182,2,accounting-cancel,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
183,3,accounting-cancel,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
184,4,accounting-cancel,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
187,1,accounting-post-close-edit,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
188,2,accounting-post-close-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
189,3,accounting-post-close-edit,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
190,4,accounting-post-close-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
193,9,reception,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
194,9,owners,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
195,9,reservations,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
196,9,medical-records,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
197,9,hospitalization,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
198,9,trimming,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
199,9,examinations,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
200,9,accounting,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
201,9,vaccinations,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
202,9,checkups,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
203,9,inventory,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
204,9,estimates,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
205,9,shifts,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
206,9,hospital-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
207,9,master-animal-species,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
208,9,master-medical,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
209,9,master-reservation-type,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
210,9,master-hospitalization,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
211,9,master-trimming,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
212,9,master-permission,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
213,9,master-staff,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
214,9,master-insurance,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
215,9,master-merchandise,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
216,9,discount,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
217,9,accounting-cancel,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
218,9,accounting-post-close-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
219,1,closing-settings,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
220,2,closing-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
221,3,closing-settings,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
222,4,closing-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
225,9,closing-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
226,1,cash-register-close,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
227,1,accounting-reports,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
228,1,master-payment-method,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
229,1,lstep-csv-import,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
230,1,lstep-analytics,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
231,1,manual-edit,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
232,1,lab-import,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
233,2,cash-register-close,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
234,2,accounting-reports,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
235,2,master-payment-method,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
236,2,lstep-csv-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
237,2,lstep-analytics,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
238,2,manual-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
239,2,lab-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
240,3,cash-register-close,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
241,3,accounting-reports,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
242,3,master-payment-method,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
243,3,lstep-csv-import,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
244,3,lstep-analytics,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
245,3,manual-edit,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
246,3,lab-import,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
247,4,cash-register-close,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
248,4,accounting-reports,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
249,4,master-payment-method,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
250,4,lstep-csv-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
251,4,lstep-analytics,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
252,4,manual-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
253,4,lab-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
268,9,cash-register-close,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
269,9,accounting-reports,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
270,9,master-payment-method,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
271,9,lstep-csv-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
272,9,lstep-analytics,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
273,9,manual-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
274,9,lab-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
343,1,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
344,2,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
345,3,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
346,4,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
351,9,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
352,1,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
353,2,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
354,3,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
355,4,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
360,9,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
361,5,reception,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
362,5,owners,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
363,5,reservations,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
364,5,medical-records,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
365,5,hospitalization,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
366,5,trimming,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
367,5,examinations,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
368,5,accounting,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
369,5,vaccinations,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
370,5,checkups,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
371,5,inventory,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
372,5,estimates,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
373,5,shifts,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
374,5,hospital-settings,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
375,5,master-animal-species,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
376,5,master-medical,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
377,5,master-reservation-type,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
378,5,master-hospitalization,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
379,5,master-trimming,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
380,5,master-permission,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
381,5,master-staff,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
382,5,master-insurance,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
383,5,master-merchandise,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
384,5,discount,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
385,5,accounting-cancel,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
386,5,accounting-post-close-edit,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
387,5,closing-settings,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
388,5,cash-register-close,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
389,5,accounting-reports,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
390,5,master-payment-method,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
391,5,lstep-csv-import,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
392,5,lstep-analytics,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
393,5,manual-edit,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
394,5,lab-import,t,f,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
395,5,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
396,5,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
397,6,reception,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
398,6,owners,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
399,6,reservations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
400,6,medical-records,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
401,6,hospitalization,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
402,6,trimming,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
403,6,examinations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
404,6,accounting,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
405,6,vaccinations,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
406,6,checkups,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
407,6,inventory,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
408,6,estimates,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
409,6,shifts,t,t,t,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
410,6,hospital-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
411,6,master-animal-species,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
412,6,master-medical,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
413,6,master-reservation-type,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
414,6,master-hospitalization,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
415,6,master-trimming,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
416,6,master-permission,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
417,6,master-staff,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
418,6,master-insurance,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
419,6,master-merchandise,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
420,6,discount,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
421,6,accounting-cancel,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
422,6,accounting-post-close-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
423,6,closing-settings,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
424,6,cash-register-close,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
425,6,accounting-reports,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
426,6,master-payment-method,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
427,6,lstep-csv-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
428,6,lstep-analytics,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
429,6,manual-edit,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
430,6,lab-import,t,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
431,6,identity-links,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
432,6,checkup-package-import,f,f,f,f,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
433,7,reception,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
434,7,owners,t,t,t,t,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
