path,bucket,reason
internal/handler/medicine_dose_param_handler.go,target:medicalrecord,prefix token='medicine'
internal/handler/medicine_dose_param_request.go,target:medicalrecord,prefix token='medicine'
internal/handler/medicine_dose_param_response.go,target:medicalrecord,prefix token='medicine'
internal/handler/medicine_handler.go,target:medicalrecord,prefix token='medicine'
internal/handler/medicine_request.go,target:medicalrecord,prefix token='medicine'
internal/handler/medicine_response.go,target:medicalrecord,prefix token='medicine'
internal/handler/merchandise_item_handler.go,target:inventory,prefix token='merchandise'
internal/handler/merchandise_item_request.go,target:inventory,prefix token='merchandise'
internal/handler/merchandise_item_response.go,target:inventory,prefix token='merchandise'
internal/handler/occupation_handler.go,target:staff,prefix token='occupation'
internal/handler/occupation_request.go,target:staff,prefix token='occupation'
internal/handler/occupation_response.go,target:staff,prefix token='occupation'
internal/handler/owner_handler.go,target:owner,prefix token='owner'
internal/handler/owner_request.go,target:owner,prefix token='owner'
internal/handler/owner_response.go,target:owner,prefix token='owner'
internal/handler/payment_method_master_handler.go,target:billing,prefix token='payment'
internal/handler/payment_method_master_request.go,target:billing,prefix token='payment'
internal/handler/payment_method_master_response.go,target:billing,prefix token='payment'
internal/handler/permission_group_handler.go,target:auth,prefix token='permission'
internal/handler/permission_group_request.go,target:auth,prefix token='permission'
internal/handler/permission_group_response.go,target:auth,prefix token='permission'
internal/handler/permission_middleware.go,target:auth,prefix token='permission'
internal/handler/pet_handler.go,target:pet,prefix token='pet'
internal/handler/pet_request.go,target:pet,prefix token='pet'
internal/handler/pet_response.go,target:pet,prefix token='pet'
internal/handler/prescription_handler.go,target:medicalrecord,prefix token='prescription'
internal/handler/prescription_request.go,target:medicalrecord,prefix token='prescription'
internal/handler/prescription_response.go,target:medicalrecord,prefix token='prescription'
internal/handler/procedure_handler.go,target:medicalrecord,prefix token='procedure'
internal/handler/procedure_request.go,target:medicalrecord,prefix token='procedure'
internal/handler/procedure_response.go,target:medicalrecord,prefix token='procedure'
internal/handler/query_helpers.go,target:httpapi,generic query-param helper
internal/handler/refund_handler.go,target:billing,prefix token='refund'
internal/handler/reservation_handler.go,target:reservation,prefix token='reservation'
internal/handler/reservation_line_routes.go,target:reservation,"RE-CLASSIFIED (bm-reservation-trimming + bm-lstep, independently convergent): RegisterLineReservationRoutes wires 16 routes, only 2 call lstep-domain handlers (line-customers), other 14 call reservation admin/staff/type-liff handlers. Routing shim, not lstep logic."
internal/handler/reservation_response.go,target:reservation,prefix token='reservation'
internal/handler/reservation_schedule_handler.go,target:reservation,prefix token='reservation'
internal/handler/reservation_schedule_request.go,target:reservation,prefix token='reservation'
internal/handler/reservation_schedule_response.go,target:reservation,prefix token='reservation'
internal/handler/reservation_staff_handler.go,target:reservation,prefix token='reservation'
internal/handler/reservation_staff_request.go,target:reservation,prefix token='reservation'
internal/handler/reservation_staff_response.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_group_handler.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_group_request.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_group_response.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_handler.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_liff_handler.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_liff_request.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_liff_response.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_request.go,target:reservation,prefix token='reservation'
internal/handler/reservation_type_response.go,target:reservation,prefix token='reservation'
internal/handler/response.go,target:httpapi,generic Gin response helper
internal/handler/response_pg.go,target:httpapi,generic pagination response helper
internal/handler/shared_file_handler.go,target:lstep,L⑥: internal/lstep/shared_file_handler.goへ移動
internal/handler/shared_file_request.go,target:lstep,L⑥: internal/lstep/shared_file_request.goへ移動
internal/handler/shared_file_response.go,target:lstep,L⑥: internal/lstep/shared_file_response.goへ移動
internal/handler/shift_handler.go,target:staff,prefix token='shift'
internal/handler/shift_request.go,target:staff,prefix token='shift'
internal/handler/shift_response.go,target:staff,prefix token='shift'
internal/handler/shift_template_handler.go,target:staff,prefix token='shift'
internal/handler/shift_template_request.go,target:staff,prefix token='shift'
internal/handler/shift_template_response.go,target:staff,prefix token='shift'
internal/handler/slice_helpers.go,target:httpapi,generic slice helper
internal/handler/staff_handler.go,target:staff,prefix token='staff'
internal/handler/staff_request.go,target:staff,prefix token='staff'
internal/handler/staff_response.go,target:staff,prefix token='staff'
internal/handler/time_response.go,target:httpapi,generic time response helper
internal/handler/treatment_handler.go,target:medicalrecord,prefix token='treatment'
internal/handler/treatment_plan_handler.go,target:medicalrecord,prefix token='treatment'
internal/handler/treatment_plan_request.go,target:medicalrecord,prefix token='treatment'
internal/handler/treatment_plan_response.go,target:medicalrecord,prefix token='treatment'
internal/handler/treatment_request.go,target:medicalrecord,prefix token='treatment'
internal/handler/treatment_response.go,target:medicalrecord,prefix token='treatment'
internal/handler/trimming_course_handler.go,target:trimming,BE9-2E trimming: target実装へ移動しmaster route consumer用thin facadeをBE9-2Fまで保持
internal/handler/trimming_course_request.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_course_response.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_course_type_handler.go,target:trimming,BE9-2E trimming: target実装へ移動しmaster route consumer用thin facadeをBE9-2Fまで保持
internal/handler/trimming_course_type_request.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_course_type_response.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_handler.go,target:trimming,BE9-2E trimming: target実装へ移動しtrimming route consumer用thin facadeをBE9-2Fまで保持
internal/handler/trimming_option_handler.go,target:trimming,BE9-2E trimming: target実装へ移動しmaster route consumer用thin facadeをBE9-2Fまで保持
internal/handler/trimming_option_request.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_option_response.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_request.go,target:trimming,BE9-2E trimming: internal/trimmingへ移動し旧path削除
internal/handler/trimming_response.go,target:trimming,BE9-2E trimming: runtime DTOをtargetへ移動しtygo carrierをBE9-2Fまで保持
internal/handler/vaccination_handler.go,target:medicalrecord,prefix token='vaccination'
internal/handler/vaccination_request.go,target:medicalrecord,prefix token='vaccination'
internal/handler/vaccination_response.go,target:medicalrecord,prefix token='vaccination'
internal/handler/vaccine_handler.go,target:medicalrecord,prefix token='vaccine'
internal/handler/vaccine_request.go,target:medicalrecord,prefix token='vaccine'
internal/handler/vaccine_response.go,target:medicalrecord,prefix token='vaccine'
internal/handler/validation.go,target:httpapi,generic Gin input validation
internal/handler/validators.go,target:httpapi,generic Gin input validator
internal/handler/vital_handler.go,target:medicalrecord,prefix token='vital'
internal/handler/vital_request.go,target:medicalrecord,prefix token='vital'
internal/handler/vital_response.go,target:medicalrecord,prefix token='vital'
internal/infra/crypto/aes_gcm.go,keep,既存の凝集cross-cutting package
internal/infra/file_storage.go,keep,既存の凝集cross-cutting package
internal/infra/httpx/retry.go,keep,既存の凝集cross-cutting package
internal/infra/line/client.go,keep,既存の凝集cross-cutting package
internal/infra/line/errors.go,keep,既存の凝集cross-cutting package
internal/infra/line/push.go,keep,既存の凝集cross-cutting package
internal/infra/local_file_storage.go,keep,既存の凝集cross-cutting package
internal/infra/local_uploader.go,keep,既存の凝集cross-cutting package
internal/infra/lstep/breed_codes.go,keep,既存の凝集cross-cutting package
internal/infra/lstep/client.go,keep,既存の凝集cross-cutting package
internal/infra/lstep/errors.go,keep,既存の凝集cross-cutting package
internal/infra/lstep/tag.go,keep,既存の凝集cross-cutting package
internal/infra/lstep/user.go,keep,既存の凝集cross-cutting package
internal/infra/s3_endpoint.go,keep,既存の凝集cross-cutting package
internal/infra/s3_file_storage.go,keep,既存の凝集cross-cutting package
internal/infra/s3_uploader.go,keep,既存の凝集cross-cutting package
internal/infra/uploader.go,keep,既存の凝集cross-cutting package
internal/logger/logger.go,keep,既存の凝集cross-cutting package
internal/middleware/auth.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/cors.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/csrf.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/liff_auth.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/logging.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/rate_limit.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/response.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/sanitize_null_bytes.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/middleware/security_headers.go,keep,既存の凝集cross-cutting package(Gin middleware)
internal/model/account.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/accounting.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/animal_species.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/audit_log.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/billing_confirmation.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/billing_refund.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/cage.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/campaign.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/cash_register_close.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/checkup_field.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/checkup_record.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/checkup_type.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/chief_complaint_type.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/clinic.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/clinic_holiday.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/clinic_integration.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/clinic_settings.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/clinical_plan.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/closing_special_period.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/company.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/consultation.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/cpm_v1_thresholds.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/cpm_v2_thresholds.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/diagnosis.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/dormant_thresholds.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/estimate.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/examination_record.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/examination_type.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/health_prevention_thresholds.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/hospitalization.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/hospitalization_plan.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/inquiry.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/inquiry_template.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/insurance.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/inventory.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lab_import.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lab_report.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/line_customer.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/line_link_token.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/line_reservation_setting.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/line_send_log.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_auto_managed_prefix.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_condition_tag_mapping.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_csv_import.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_delivery_trigger_log.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_friend_attribute_snapshot.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_send_purpose_tag_prefix.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_settings.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_sync_error_counter.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_tag_cache.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_tag_code_mapping.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/lstep_trigger_priority.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/manual_article.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/medical_record.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/medical_record_addendum.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/medical_record_image.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/medicine.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/medicine_dose_param.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/merchandise_item.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/occupation.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/owner.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/password_reset_token.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/payment_method_master.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/permission.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/permission_group.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/pet.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/pet_chronic_condition.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/prescription.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
internal/model/procedure.go,keep,model一括分割は先行条件にしない(BE-refactor方針)
